9.978500328902687e-07,23557771.638485275
1.1774630388105168e-06,27329070.35337351
1.3570760447307654e-06,30877222.696143847
1.5366890506510136e-06,34175071.12733375
1.7163020565712621e-06,37198213.67207704
1.8959150624915105e-06,39925259.777441025
2.075528068411759e-06,42338048.65790188
2.255141074332007e-06,44421827.51635246
2.434754080252255e-06,46165387.87769091
2.6143670861725035e-06,47561158.34252791
2.7939800920927523e-06,48605252.73044681
2.9735930980130006e-06,49297473.50739329
3.1532061039332486e-06,49641270.61204458
3.332819109853497e-06,49643656.51199021
3.5124321157737457e-06,49315078.9049711
3.692045121693994e-06,48669253.01563985
3.871658127614242e-06,47722955.92346734
4.05127113353449e-06,46495785.88657587
4.230884139454739e-06,45009890.029728845
4.410497145374988e-06,43289664.17164846
4.5901101512952354e-06,41361428.902992554
4.769723157215485e-06,39253086.31189989
4.949336163135732e-06,36993761.952471726
5.128949169055981e-06,34613436.827653825
5.308562174976228e-06,32142574.242174268
5.488175180896477e-06,29611746.407209605
5.667788186816725e-06,27051265.589435093
5.847401192736974e-06,24490824.60369999
6.027014198657223e-06,21959151.114654865
6.206627204577471e-06,19483680.10206923
6.38624021049772e-06,17090248.54417464
6.565853216417967e-06,14802815.959925387
6.7454662223382166e-06,12643214.100485506
6.925079228258463e-06,10630928.734234454
7.104692234178713e-06,8782915.70966401
7.28430524009896e-06,7113453.63348239
7.463918246019209e-06,5634033.9277172
7.643531251939456e-06,4353289.714506509
7.823144257859706e-06,3276963.485522214
8.002757263779956e-06,2407913.4914261643
8.182370269700203e-06,1746158.078735391
8.361983275620451e-06,1288956.7271968895
8.5415962815407e-06,1030926.0579733263
8.721209287460948e-06,964188.636428799
8.900822293381196e-06,1078551.9452245005
9.080435299301444e-06,1361714.551922244
9.260048305221693e-06,1799496.153056849
9.439661311141941e-06,2376087.890107502
9.619274317062188e-06,3074319.113491659
9.798887322982438e-06,3875936.612160172
9.978500328902684e-06,4761892.56176147
1.177463038810517e-05,14071650.516250342
1.3570760447307652e-05,14963376.948342167
1.5366890506510137e-05,7320196.489030916
1.716302056571262e-05,1977799.2667828747
1.8959150624915104e-05,4782862.677758607
2.0755280684117588e-05,10125514.608451119
2.2551410743320075e-05,10220270.237140704
2.4347540802522555e-05,5543421.39880063
2.6143670861725042e-05,2800417.9595521423
2.7939800920927522e-05,5174803.471140447
2.973593098013001e-05,8797720.756586438
3.153206103933249e-05,8850217.128737714
3.3328191098534976e-05,5745694.277923899
3.512432115773746e-05,3686477.982756555
3.692045121693994e-05,4967715.870525751
3.8716581276142434e-05,7706057.337432137
4.051271133534491e-05,8759446.451244354
4.2308841394547394e-05,7317521.932998762
4.410497145374987e-05,5211152.990417862
4.590110151295236e-05,4555479.117835885
4.769723157215485e-05,5760470.75054367
4.949336163135733e-05,7593383.712224889
5.128949169055981e-05,8582664.665686674
5.30856217497623e-05,8188381.590455788
5.488175180896478e-05,6933663.11744245
5.667788186816727e-05,5770706.225188101
5.8474011927369746e-05,5380468.8132843785
6.027014198657223e-05,5866045.610005015
6.206627204577471e-05,6868159.472760529
6.38624021049772e-05,7876582.383397793
6.56585321641797e-05,8502872.052878171
6.745466222338216e-05,8601555.934645241
6.925079228258465e-05,8248262.621429316
7.104692234178713e-05,7642668.6916576885
7.284305240098961e-05,7004537.462965175
7.463918246019211e-05,6502659.41785094
7.643531251939458e-05,6226266.212702637
7.823144257859707e-05,6189609.110189416
8.002757263779955e-05,6354131.458155984
8.182370269700203e-05,6654657.935970605
8.36198327562045e-05,7021248.472002944
8.541596281540703e-05,7393432.24824286
8.72120928746095e-05,7726981.153566998
8.900822293381198e-05,7995061.464309213
9.080435299301446e-05,8185985.795916327
9.260048305221695e-05,8299457.281130123
9.439661311141943e-05,8342610.865421323
9.61927431706219e-05,8326585.490331699
9.798887322982438e-05,8263925.600431429
9.978500328902687e-05,8166834.392068565
0.0001177463038810517,6838477.61553447
0.00013570760447307654,5926549.974962475
0.00015366890506510138,5248296.032154637
0.00017163020565712618,4555398.178349015
0.00018959150624915105,3601996.605005741
0.00020755280684117586,2571138.9800942256
0.0002255141074332007,2066619.0472366242
0.00024347540802522553,2362473.698399119
0.00026143670861725036,3058070.3459685617
0.0002793980092092752,3596879.0025381083
0.00029735930980130003,3817712.983079565
0.0003153206103933248,3921620.55339447
0.0003332819109853497,4113328.901717747
0.00035124321157737454,4390538.292967377
0.0003692045121693994,4601763.585702487
0.00038716581276142416,4608417.437936406
0.000405127113353449,4384003.130111004
0.00042308841394547394,4008555.019137461
0.0004410497145374987,3604977.2674901243
0.0004590110151295235,3276174.403256172
0.00047697231572154834,3073396.117828311
0.0004949336163135732,2996481.820333191
0.0005128949169055981,3012175.0168635854
0.0005308562174976229,3075932.422282842
0.0005488175180896477,3148319.6508034696
0.0005667788186816725,3203228.5198244853
0.0005847401192736974,3229115.6207338786
0.0006027014198657222,3226001.3790218174
0.0006206627204577471,3200877.4496827996
0.0006386240210497718,3163354.226006034
0.0006565853216417967,3122469.2974577416
0.0006745466222338216,3084877.983721128
0.0006925079228258464,3054234.348716826
0.0007104692234178711,3031401.047561
0.0007284305240098961,3015116.1226781723
0.0007463918246019209,3002816.52745244
0.0007643531251939458,2991416.0370360115
0.0007823144257859705,2977926.61657002
0.0008002757263779954,2959882.8475634535
0.0008182370269700203,2935575.585680787
0.0008361983275620451,2904126.6985751875
0.0008541596281540699,2865446.81367852
0.0008721209287460947,2820117.9086602256
0.0008900822293381196,2769236.8538087723
0.0009080435299301445,2714247.854642156
0.0009260048305221693,2656783.381751941
0.000943966131114194,2598525.6893069395
0.0009619274317062188,2541095.022501614
0.0009798887322982437,2485966.197299037
0.0009978500328902686,2434424.174426957
0.001177463038810517,2232025.0919517144
0.0013570760447307653,2427422.3948364276
0.0015366890506510137,2595565.6626784136
0.0017163020565712623,2592582.234083774
0.0018959150624915102,2464851.840255808
0.002075528068411759,2289506.5886688563
0.0022551410743320076,2119616.0044961604
0.0024347540802522557,1980434.4813188678
0.0026143670861725043,1878147.5851182241
0.002793980092092752,1808525.137314511
0.0029735930980130006,1763070.0649024884
0.003153206103933249,1732855.900055021
0.0033328191098534973,1710633.6715023087
0.003512432115773746,1691717.4071446918
0.003692045121693994,1674029.3258184202
0.0038716581276142426,1657575.1176087062
0.004051271133534491,1643547.6373999277
0.004230884139454739,1633237.6223873128
0.004410497145374987,1626964.064129559
0.0045901101512952356,1623302.7439612865
0.004769723157215485,1618935.8920677444
0.004949336163135733,1609386.5348612901
0.005128949169055981,1590653.1935690315
0.00530856217497623,1561301.4003145313
0.005488175180896478,1524029.229947001
0.005667788186816726,1485452.4842894448
0.005847401192736974,1453331.588502759
0.006027014198657223,1431952.921971438
0.006206627204577471,1418379.182747596
0.00638624021049772,1403202.654141916
0.006565853216417969,1377297.425852461
0.006745466222338217,1340689.118526064
0.006925079228258465,1304959.092118543
0.007104692234178714,1283400.4328281574
0.007284305240098962,1275710.8704078335
0.00746391824601921,1265365.5499085411
0.007643531251939459,1238869.82245026
0.007823144257859706,1206373.4194781224
0.008002757263779955,1190405.902890878
0.008182370269700203,1190163.037129988
0.008361983275620452,1178624.424084697
0.0085415962815407,1149732.3096259153
0.008721209287460948,1134059.4280360157
0.008900822293381197,1138465.5730480275
0.009080435299301446,1127058.8455680367
0.009260048305221693,1101548.280123918
0.009439661311141942,1101212.2109744363
0.009619274317062191,1103078.895721891
0.009798887322982439,1079483.2093138353
0.009978500328902688,1077035.748667849
0.01177463038810517,1039175.6471480638
0.013570760447307654,1033319.6376309878
0.015366890506510137,1033088.2822395572
0.01716302056571262,1040214.4301358841
0.018959150624915107,1042642.4902246098
0.02075528068411759,1037646.5272646142
0.022551410743320073,1035531.3035514933
0.024347540802522556,1024151.4877945645
0.02614367086172504,1011348.3286265954
0.027939800920927522,1005765.1342967687
0.029735930980130006,988867.8323642607
0.03153206103933249,975644.5767940537
0.03332819109853497,957679.0140525637
0.035124321157737455,939075.7314729957
0.03692045121693994,921511.4850758344
0.03871658127614242,903753.9342990456
0.04051271133534491,888249.2625205059
0.0423088413945474,872752.6715229872
0.04410497145374988,852489.5611366251
0.04590110151295236,837998.3761344146
0.04769723157215484,821892.1617009295
0.04949336163135732,804714.4307151836
0.05128949169055982,787243.379555039
0.0530856217497623,773126.4265165083
0.05488175180896478,760591.7582187704
0.05667788186816726,747074.0441593245
0.05847401192736974,738039.1520614144
0.06027014198657222,725840.3154394479
0.062066272045774716,713799.4884137919
0.06386240210497719,705493.2711517061
0.06565853216417968,694244.8970504804
0.06745466222338216,681369.7928138372
0.06925079228258464,668936.753286602
0.07104692234178714,657893.3789028424
0.07284305240098962,643845.7252851245
0.0746391824601921,633884.6848591509
0.07643531251939457,620744.581391112
0.07823144257859706,611940.7905952625
0.08002757263779955,602906.3182784913
0.08182370269700204,594758.5502283224
0.08361983275620452,587778.5715248875
0.085415962815407,582232.8027215097
0.08721209287460947,571562.9239050521
0.08900822293381196,561720.3326716835
0.09080435299301444,551346.5052075427
0.09260048305221694,543154.0819599485
0.09439661311141942,533953.8965709729
0.0961927431706219,528529.9021981454
0.09798887322982437,524899.3368081285
0.09978500328902686,517479.2553555168
0.1177463038810517,453578.9540086985
0.13570760447307653,403223.0737317778
0.15366890506510134,362837.1390695967
0.17163020565712617,331362.827124206
0.18959150624915103,306292.0009839761
0.20755280684117586,284643.16225299175
0.2255141074332007,263756.7887438691
